BAB;K_NR1;K_TYP1;VON;K_NR2;K_TYP2;NACH;KM;STATUS
 33;6   ;AS  ;Osnabrück-Schinkel                                ;7   ;AS  ;Osnabrück-Lüstringen                              ; 2,0;11
 33;7   ;AS  ;Osnabrück-Lüstringen                              ;8   ;AS  ;Osnabrück-Fledder                                 ; 1,5;11
 33;8   ;AS  ;Osnabrück-Fledder                                 ;9   ;AK  ;Osnabrück-Süd, Kreuz                              ; 1,2;11
 33;9   ;AK  ;Osnabrück-Süd, Kreuz                              ;10  ;AS  ;Harderberg                                        ; 2,6;11
 33;10  ;AS  ;Harderberg                                        ;11  ;AS  ;Borgloh/Kloster Oesede                            ; 4,0;11
 33;11  ;AS  ;Borgloh/Kloster Oesede                            ;12  ;AS  ;Hilter a.T.W.                                     ; 6,6;11
 33;12  ;AS  ;Hilter a.T.W.                                     ;13  ;AS  ;Dissen/Bad Rothenfelde                            ; 3,2;11
 33;13  ;AS  ;Dissen/Bad Rothenfelde                            ;14  ;AS  ;Dissen-Süd                                        ; 2,3;11
 33;14  ;AS  ;Dissen-Süd                                        ;15  ;AS  ;Borgholzhausen                                    ; 4,3;11
 33;21  ;AK  ;Bielefeld, Kreuz                                  ;22  ;AS  ;Schloß Holte-Stukenbrock                          ; 6,0;11
 33;22  ;AS  ;Schloß Holte-Stukenbrock                          ;23  ;AS  ;Stukenbrock-Senne                                 ; 7,9;11
 33;23  ;AS  ;Stukenbrock-Senne                                 ;24  ;AS  ;Paderborn-Sennelager                              ; 8,5;11
 33;24  ;AS  ;Paderborn-Sennelager                              ;25  ;AS  ;Paderborn-Schloß Neuhaus                          ; 4,8;11
 33;25  ;AS  ;Paderborn-Schloß Neuhaus                          ;26  ;AS  ;Paderborn-Elsen                                   ; 1,5;11
 33;26  ;AS  ;Paderborn-Elsen                                   ;27  ;AS  ;Paderborn-Zentrum                                 ; 3,1;11
 33;27  ;AS  ;Paderborn-Zentrum                                 ;28  ;AS  ;Paderborn-Mönkeloh                                ; 2,6;11
 33;28  ;AS  ;Paderborn-Mönkeloh                                ;29  ;AS  ;Borchen                                           ; 3,9;11
 33;29  ;AS  ;Borchen                                           ;30  ;AS  ;Borchen-Etteln                                    ; 4,3;11
 33;30  ;AS  ;Borchen-Etteln                                    ;31  ;AK  ;Wünnenberg-Haaren, Kreuz                          ; 3,4;11
 33;31  ;AK  ;Wünnenberg-Haaren, Kreuz                          ;-   ;AN  ;Wünnenberg-Haaren, Kreuz (Übergang A 33/B 480)    ; 0,6;11
 37;1   ;AN  ;Burgdorf (Übergang A 37/B 3)                      ;2   ;AS  ;Burgdorf                                          ; 0,2;11
 37;2   ;AS  ;Burgdorf                                          ;3   ;AK  ;Hannover/Kirchhorst, Kreuz                        ; 4,1;11
 37;3   ;AK  ;Hannover/Kirchhorst, Kreuz                        ;4   ;AK  ;Hannover-Buchholz, Kreuz                          ; 3,2;11
 37;4   ;AK  ;Hannover-Buchholz, Kreuz                          ;5   ;AS  ;Hannover-Misburg                                  ; 1,9;11
 37;5   ;AS  ;Hannover-Misburg                                  ;-   ;AN  ;Hannover-Misburg (Übergang A 37/B 3)              ; 0,2;11
 37;11  ;AS  ;Hannover-Messegelände                             ;12  ;AD  ;Hannover-Süd, Dreieck                             ; 3,3;11
 38;1   ;AD  ;Drammetal, Dreieck                                ;2a  ;AS  ;Dramfeld                                          ; 0,7;11
 38;2a  ;AS  ;Dramfeld                                          ;2b  ;AS  ;Deiderode                                         ; 1,7;11
 38;2b  ;AS  ;Deiderode                                         ;3   ;AS  ;Neu-Eichenberg                                    ; 2,2;11
 38;6   ;AS  ;Leinefelde                                        ;7   ;AS  ;Breitenworbis                                     ; 6,5;11
 38;-   ;AS  ;Wipperdorf                                        ;10  ;AS  ;Werther                                           ; 9,8;11
 38;10  ;AS  ;Werther                                           ;11  ;AS  ;Nordhausen                                        ; 4,4;11
 38;11  ;AS  ;Nordhausen                                        ;12  ;AS  ;Heringen                                          ; 6,2;11
 38;14  ;AS  ;Roßla                                             ;-   ;AS  ;Wallhausen                                        ; 6,9;10
 38;-   ;AS  ;Wallhausen                                        ;15  ;AS  ;Sangerhausen-West                                 ; 5,7;01
 38;15  ;AS  ;Sangerhausen-West                                 ;16  ;AS  ;Sangerhausen-Süd                                  ; 3,1;11
 38;16  ;AS  ;Sangerhausen-Süd                                  ;18  ;AS  ;Allstedt                                          ; 6,7;11
 38;18  ;AS  ;Allstedt                                          ;19  ;AS  ;Lutherstadt-Eisleben                              ;10,8;11
 38;22  ;AD  ;Halle Süd                                         ;23  ;AS  ;Bad Lauchstädt                                    ; 3,4;11
 38;23  ;AS  ;Bad Lauchstädt                                    ;24  ;AS  ;Merseburg-Nord                                    ; 2,8;11
 38;24  ;AS  ;Merseburg-Nord                                    ;25  ;AS  ;Merseburg-Süd                                     ; 7,2;11
 38;25  ;AS  ;Merseburg-Süd                                     ;26  ;AS  ;Leuna                                             ; 5,6;11
 38;26  ;AS  ;Leuna                                             ;27  ;AK  ;Rippachtal, Kreuz                                 ; 6,8;11
 38;27  ;AK  ;Rippachtal, Kreuz                                 ;28a ;AS  ;Lützen                                            ; 2,5;11
 38;28a ;AS  ;Lützen                                            ;28  ;AS  ;Lützen-Süd                                        ; 3,1;11
 38;28  ;AS  ;Lützen-Süd                                        ;27  ;AK  ;Rippachtal, Kreuz                                 ; 5,6;rr
 38;28  ;AS  ;Lützen-Süd                                        ;29  ;AS  ;Leipzig-Südwest                                   ;10,2;11
 39;1   ;AS  ;Weyhausen                                         ;1   ;AN  ;Sandkamp (Übergang A 39/B 248)                    ; 3,8;10
 39;1   ;AN  ;Sandkamp (Übergang A 39/B 248)                    ;2   ;AS  ;Sandkamp                                          ; 1,0;01
 39;2   ;AS  ;Sandkamp                                          ;3   ;AS  ;Wolfsburg-West                                    ; 1,4;11
 39;3   ;AS  ;Wolfsburg-West                                    ;4   ;AS  ;Fallersleben                                      ; 1,1;11
 39;4   ;AS  ;Fallersleben                                      ;5   ;AS  ;Wolfsburg-Mörse (a)                               ; 2,4;11
 39;5   ;AS  ;Wolfsburg-Mörse (a)                               ;5   ;AS  ;Wolfsburg-Mörse (b)                               ; 0,6;11
 39;5   ;AS  ;Wolfsburg-Mörse (b)                               ;6   ;AS  ;Flechtorf                                         ; 2,6;11
 39;6   ;AS  ;Flechtorf                                         ;7   ;AK  ;Wolfsburg/Königslutter, Kreuz                     ; 6,7;11
 39;11  ;AS  ;Braunschweig-Rautheim                             ;12  ;AS  ;Braunschweig-Südstadt                             ; 2,5;11
 39;12  ;AS  ;Braunschweig-Südstadt                             ;13  ;AK  ;Braunschweig-Süd, Kreuz                           ; 0,9;11
 39;13  ;AK  ;Braunschweig-Süd, Kreuz                           ;14  ;AD  ;Braunschweig-Südwest, Dreieck                     ; 1,5;11
 39;14  ;AD  ;Braunschweig-Südwest, Dreieck                     ;15  ;AS  ;Braunschweig-Rüningen (a)                         ; 0,9;11
 39;15  ;AS  ;Braunschweig-Rüningen (a)                         ;15  ;AS  ;Braunschweig-Rüningen (b)                         ; 0,3;11
 39;15  ;AS  ;Braunschweig-Rüningen (b)                         ;16  ;AS  ;Salzgitter-Thiede                                 ; 4,1;11
 39;16  ;AS  ;Salzgitter-Thiede                                 ;17  ;AS  ;Salzgitter-Lebenstedt-Nord                        ; 6,4;11
 39;17  ;AS  ;Salzgitter-Lebenstedt-Nord                        ;18  ;AS  ;Salzgitter-Watenstedt                             ; 3,2;11
 39;18  ;AS  ;Salzgitter-Watenstedt                             ;19  ;AS  ;Salzgitter-Lebenstedt-Süd                         ; 2,2;11
 39;19  ;AS  ;Salzgitter-Lebenstedt-Süd                         ;20  ;AS  ;Salzgitter-Lichtenberg (a)                        ; 2,9;11
 39;20  ;AS  ;Salzgitter-Lichtenberg (a)                        ;20  ;AS  ;Salzgitter-Lichtenberg (b)                        ; 0,8;11
 39;20  ;AS  ;Salzgitter-Lichtenberg (b)                        ;21  ;AS  ;Westerlinde                                       ; 4,9;11
 39;21  ;AS  ;Westerlinde                                       ;22  ;AS  ;Baddeckenstedt                                    ; 3,1;11
 39;22  ;AS  ;Baddeckenstedt                                    ;23  ;AD  ;Salzgitter, Dreieck                               ; 1,7;11
 40;1   ;BG  ;Straelen, Bundesgrenze                            ;2   ;AS  ;Straelen                                          ; 3,9;11
 40;2   ;AS  ;Straelen                                          ;3   ;AS  ;Wankum                                            ; 2,4;11
 40;3   ;AS  ;Wankum                                            ;4   ;AS  ;Wachtendonk                                       ; 4,6;11
 40;4   ;AS  ;Wachtendonk                                       ;5   ;AS  ;Kempen                                            ; 4,0;11
 40;5   ;AS  ;Kempen                                            ;6   ;AS  ;Kerken                                            ; 4,2;11
 40;6   ;AS  ;Kerken                                            ;7   ;AS  ;Neukirchen-Vluyn                                  ; 5,3;11
 40;7   ;AS  ;Neukirchen-Vluyn                                  ;8   ;AK  ;Moers, Kreuz                                      ; 4,0;11
 40;8   ;AK  ;Moers, Kreuz                                      ;8   ;AS  ;Moers                                             ; 0,4;11
 40;8   ;AS  ;Moers                                             ;9   ;AS  ;Moers-Zentrum                                     ; 2,4;11
 40;9   ;AS  ;Moers-Zentrum                                     ;10  ;AS  ;Duisburg-Rheinhausen                              ; 1,9;11
 40;10  ;AS  ;Duisburg-Rheinhausen                              ;11  ;AS  ;Duisburg-Homberg                                  ; 2,5;11
 40;11  ;AS  ;Duisburg-Homberg                                  ;12  ;AS  ;Duisburg-Häfen (a)                                ; 2,2;11
 40;12  ;AS  ;Duisburg-Häfen (b)                                ;11  ;AS  ;Duisburg-Homberg                                  ; 3,1;rr
 40;12  ;AS  ;Duisburg-Häfen (a)                                ;12  ;AS  ;Duisburg-Häfen (b)                                ; 0,9;11
 40;12  ;AS  ;Duisburg-Häfen (b)                                ;13  ;AK  ;Duisburg, Kreuz                                   ; 2,4;11
 40;13  ;AK  ;Duisburg, Kreuz                                   ;14  ;AK  ;Kaiserberg, Kreuz                                 ; 1,5;11
 40;14  ;AK  ;Kaiserberg, Kreuz                                 ;14  ;AS  ;Duisburg-Kaiserberg                               ; 1,0;11
 40;14  ;AS  ;Duisburg-Kaiserberg                               ;15  ;AS  ;Mülheim a.d. R.                                   ; 2,6;11
 40;15  ;AS  ;Mülheim a.d. R.                                   ;16  ;AS  ;Mülheim a.d. R.-Styrum                            ; 1,3;11
 40;16  ;AS  ;Mülheim a.d. R.-Styrum                            ;17  ;AS  ;Mülheim a.d. R.-Dümpten                           ; 2,2;11
 40;17  ;AS  ;Mülheim a.d. R.-Dümpten                           ;18  ;AS  ;Mülheim a.d. R.-Winkhausen                        ; 2,1;11
 40;18  ;AS  ;Mülheim a.d. R.-Winkhausen                        ;19  ;AS  ;Mülheim a.d. R.-Heißen                            ; 2,0;11
 40;19  ;AS  ;Mülheim a.d. R.-Heißen                            ;19  ;AS  ;Mülheim a.d. R.-Heißen (A 40/B 1)                 ; 0,4;11
 40;19  ;AS  ;Mülheim a.d. R.-Heißen (A 40/B 1)                 ;20  ;AS  ;Mülheim a.d. R.-Heimaterde                        ; 0,9;11
 40;20  ;AS  ;Mülheim a.d. R.-Heimaterde                        ;21  ;AS  ;Essen-Frohnhausen                                 ; 1,5;11
 40;21  ;AS  ;Essen-Frohnhausen                                 ;22  ;AS  ;Essen-Holsterhausen                               ; 1,3;11
 40;22  ;AS  ;Essen-Holsterhausen                               ;23  ;AS  ;Essen-Zentrum                                     ; 1,2;11
 40;23  ;AS  ;Essen-Zentrum                                     ;23  ;AS  ;Essen-Zentrum (Ost)                               ; 1,1;11
 40;23  ;AS  ;Essen-Zentrum (Ost)                               ;24  ;AS  ;Essen-Huttrop                                     ; 0,8;11
 40;24  ;AS  ;Essen-Huttrop                                     ;25  ;AD  ;Essen-Ost, Dreieck                                ; 0,9;11
 40;25  ;AD  ;Essen-Ost, Dreieck                                ;26  ;AS  ;Essen-Frillendorf                                 ; 0,9;11
 40;26  ;AS  ;Essen-Frillendorf                                 ;27  ;AS  ;Essen-Kray                                        ; 2,2;11
 40;27  ;AS  ;Essen-Kray                                        ;28  ;AS  ;Gelsenkirchen                                     ; 1,9;11
 40;28  ;AS  ;Gelsenkirchen                                     ;29  ;AS  ;Bochum-Wattenscheid-West                          ; 1,8;11
 40;29  ;AS  ;Bochum-Wattenscheid-West                          ;30  ;AS  ;Bochum-Wattenscheid                               ; 0,8;11
 40;30  ;AS  ;Bochum-Wattenscheid                               ;31  ;AS  ;Dückerweg                                         ; 0,2;11
 40;32  ;AS  ;Bochum-Stahlhausen                                ;30  ;AS  ;Bochum-Wattenscheid                               ; 2,7;rr
 40;31  ;AS  ;Dückerweg                                         ;32  ;AS  ;Bochum-Stahlhausen                                ; 2,5;11
 40;32  ;AS  ;Bochum-Stahlhausen                                ;33  ;AS  ;Bochum-Hamme                                      ; 1,9;11
 40;-   ;-   ;Tankstelle Bochum-Darpestraße                     ;32  ;AS  ;Bochum-Stahlhausen                                ; 0,8;rr
 40;33  ;AS  ;Bochum-Hamme                                      ;-   ;-   ;Tankstelle Bochum-Darpestraße                     ; 1,1;rr
 40;33  ;AS  ;Bochum-Hamme                                      ;35  ;AS  ;Bochum-Zentrum                                    ; 1,6;11
 40;34  ;AS  ;Freudenbergstrasse                                ;33  ;AS  ;Bochum-Hamme                                      ; 0,7;rr
 40;35  ;AS  ;Bochum-Zentrum                                    ;34  ;AS  ;Freudenbergstrasse                                ; 0,9;rr
 40;35  ;AS  ;Bochum-Zentrum                                    ;36  ;AS  ;Bochum-Ruhrstadion                                ; 1,6;11
 40;36  ;AS  ;Bochum-Ruhrstadion                                ;37  ;AS  ;Bochum-Harpen (a)                                 ; 1,7;11
 40;37  ;AS  ;Bochum-Harpen (a)                                 ;37  ;AS  ;Bochum-Harpen (b)                                 ; 0,4;11
 40;38  ;AK  ;Bochum, Kreuz                                     ;37  ;AS  ;Bochum-Harpen (a)                                 ; 1,0;rr
 40;37  ;AS  ;Bochum-Harpen (b)                                 ;38  ;AK  ;Bochum, Kreuz                                     ; 0,6;11
 40;38  ;AK  ;Bochum, Kreuz                                     ;39  ;AS  ;Bochum-Werne                                      ; 1,3;11
 40;39  ;AS  ;Bochum-Werne                                      ;40  ;AS  ;Dortmund-Lütgendortmund                           ; 2,6;11
 40;40  ;AS  ;Dortmund-Lütgendortmund                           ;41  ;AS  ;Dortmund-Kley                                     ; 2,9;11
 40;41  ;AS  ;Dortmund-Kley                                     ;42  ;AK  ;Dortmund-West, Kreuz                              ; 1,4;11
 40;42  ;AK  ;Dortmund-West, Kreuz                              ;-   ;AN  ;Dortmund-West, Kreuz (Übergang A 40/B 1)          ; 0,7;11
 42;1   ;AK  ;Kamp-Lintfort, Kreuz                              ;2   ;AS  ;Moers-Nord                                        ; 4,0;11
 42;2   ;AS  ;Moers-Nord                                        ;3   ;AS  ;Duisburg-Baerl                                    ; 3,1;11
 42;3   ;AS  ;Duisburg-Baerl                                    ;4   ;AS  ;Duisburg-Beeckerwerth (1)                         ; 2,3;11
 42;4   ;AS  ;Duisburg-Beeckerwerth (1)                         ;4   ;AS  ;Duisburg-Beeckerwerth (2)                         ; 1,6;11
 42;4   ;AS  ;Duisburg-Beeckerwerth (2)                         ;5   ;AS  ;Duisburg-Beeck                                    ; 0,5;11
 42;5   ;AS  ;Duisburg-Beeck                                    ;6   ;AK  ;Duisburg-Nord, Kreuz                              ; 2,9;11
 42;6   ;AK  ;Duisburg-Nord, Kreuz                              ;7   ;AS  ;Duisburg-Neumühl                                  ; 1,8;11
 42;7   ;AS  ;Duisburg-Neumühl                                  ;8   ;AK  ;Oberhausen-West, Kreuz                            ; 1,5;11
 42;8   ;AK  ;Oberhausen-West, Kreuz                            ;9   ;AS  ;Oberhausen-Buschhausen                            ; 1,8;11
 42;9   ;AS  ;Oberhausen-Buschhausen                            ;10  ;AS  ;Oberhausen-Zentrum (A42)                          ; 2,0;11
 42;10  ;AS  ;Oberhausen-Zentrum (A42)                          ;11  ;AS  ;Oberhausen-Neue Mitte                             ; 1,8;11
 42;11  ;AS  ;Oberhausen-Neue Mitte                             ;12  ;AS  ;Bottrop-Süd                                       ; 3,4;11
 42;12  ;AS  ;Bottrop-Süd                                       ;13  ;AK  ;Essen-Nord, Kreuz                                 ; 4,5;11
 42;13  ;AK  ;Essen-Nord, Kreuz                                 ;14  ;AS  ;Essen-Altenessen                                  ; 1,2;11
 42;14  ;AS  ;Essen-Altenessen                                  ;15  ;AS  ;Gelsenkirchen-Heßler                              ; 2,3;11
 42;15  ;AS  ;Gelsenkirchen-Heßler                              ;16  ;AS  ;Gelsenkirchen-Zentrum                             ; 2,2;11
 42;16  ;AS  ;Gelsenkirchen-Zentrum                             ;17  ;AS  ;Gelsenkirchen-Schalke                             ; 2,1;1g
 42;17  ;AS  ;Gelsenkirchen-Schalke                             ;18  ;AS  ;Gelsenkirchen-Bismarck                            ; 2,4;g1
 42;18  ;AS  ;Gelsenkirchen-Bismarck                            ;19  ;AS  ;Herne-Wanne                                       ; 1,7;11
 42;19  ;AS  ;Herne-Wanne                                       ;20  ;AS  ;Herne-Crange                                      ; 1,3;11
 42;20  ;AS  ;Herne-Crange                                      ;21  ;AK  ;Herne, Kreuz                                      ; 2,2;11
 42;21  ;AK  ;Herne, Kreuz                                      ;22  ;AS  ;Herne-Baukau                                      ; 1,0;11
 42;22  ;AS  ;Herne-Baukau                                      ;23  ;AS  ;Herne-Horsthausen                                 ; 1,5;11
 42;23  ;AS  ;Herne-Horsthausen                                 ;24  ;AS  ;Herne                                             ; 2,3;11
 42;24  ;AS  ;Herne                                             ;25  ;AS  ;Castrop-Rauxel-Bladenhorst                        ; 2,1;11
 42;25  ;AS  ;Castrop-Rauxel-Bladenhorst                        ;26  ;AS  ;Castrop-Rauxel                                    ; 1,6;11
 42;26  ;AS  ;Castrop-Rauxel                                    ;27  ;AK  ;Castrop-Rauxel-Ost, Kreuz                         ; 3,0;11
 42;27  ;AK  ;Castrop-Rauxel-Ost, Kreuz                         ;27  ;AS  ;Dortmund-Bodelschwingh                            ; 0,2;11
 43;1   ;AN  ;Münster-Süd, Kreuz (Übergang B 51/A43)            ;2   ;AK  ;Münster-Süd, Kreuz                                ; 0,8;11
 43;2   ;AK  ;Münster-Süd, Kreuz                                ;3   ;AS  ;Senden                                            ; 5,0;11
 43;3   ;AS  ;Senden                                            ;4   ;AS  ;Nottuln                                           ; 6,0;11
 43;4   ;AS  ;Nottuln                                           ;5   ;AS  ;Dülmen-Nord                                       ;10,4;11
 43;5   ;AS  ;Dülmen-Nord                                       ;6   ;AS  ;Dülmen                                            ; 2,1;11
 43;6   ;AS  ;Dülmen                                            ;7   ;AS  ;Lavesum                                           ; 9,1;11
 43;7   ;AS  ;Lavesum                                           ;8   ;AS  ;Haltern                                           ; 5,9;11
 43;8   ;AS  ;Haltern                                           ;9   ;AK  ;Marl-Nord, Kreuz                                  ; 3,3;11
 43;9   ;AK  ;Marl-Nord, Kreuz                                  ;10  ;AS  ;Marl-Sinsen                                       ; 6,1;11
 43;10  ;AS  ;Marl-Sinsen                                       ;11  ;AS  ;Recklinghausen/Herten                             ; 3,8;11
 43;11  ;AS  ;Recklinghausen/Herten                             ;11  ;AS  ;Recklinghausen/Herten (A 43/B 225)                ; 1,4;11
 43;11  ;AS  ;Recklinghausen/Herten (A 43/B 225)                ;12  ;AK  ;Recklinghausen, Kreuz                             ; 3,1;11
 43;12  ;AK  ;Recklinghausen, Kreuz                             ;13  ;AS  ;Recklinghausen-Hochlarmark                        ; 1,5;11
 43;13  ;AS  ;Recklinghausen-Hochlarmark                        ;14  ;AK  ;Herne, Kreuz                                      ; 3,0;11
 43;14  ;AK  ;Herne, Kreuz                                      ;15  ;AS  ;Herne-Eickel                                      ; 1,5;11
 43;15  ;AS  ;Herne-Eickel                                      ;16  ;AS  ;Bochum-Riemke                                     ; 1,8;11
 43;16  ;AS  ;Bochum-Riemke                                     ;17  ;AS  ;Bochum-Gerthe                                     ; 3,6;11
 43;17  ;AS  ;Bochum-Gerthe                                     ;17  ;AK  ;Bochum, Kreuz                                     ; 1,1;11
 43;17  ;AK  ;Bochum, Kreuz                                     ;18  ;AS  ;Bochum-Laer                                       ; 2,2;11
 43;18  ;AS  ;Bochum-Laer                                       ;19  ;AK  ;Bochum/Witten, Kreuz                              ; 2,0;11
 43;19  ;AK  ;Bochum/Witten, Kreuz                              ;19  ;AS  ;Bochum-Querenburg                                 ; 0,6;11
 43;19  ;AS  ;Bochum-Querenburg                                 ;20  ;AS  ;Witten-Heven                                      ; 2,5;11
 43;20  ;AS  ;Witten-Heven                                      ;21  ;AS  ;Witten-Herbede                                    ; 3,0;11
 43;21  ;AS  ;Witten-Herbede                                    ;22  ;AS  ;Sprockhövel                                       ; 6,8;11
 43;22  ;AS  ;Sprockhövel                                       ;23  ;AK  ;Wuppertal-Nord, Kreuz (A1/A43/A46)                ; 4,8;11
 44;1   ;BG  ;Lichtenbusch, Bundesgrenze                        ;2   ;AS  ;Aachen-Lichtenbusch                               ; 0,5;11
 44;2   ;AS  ;Aachen-Lichtenbusch                               ;3   ;AS  ;Aachen-Brand                                      ; 4,3;11
 44;3   ;AS  ;Aachen-Brand                                      ;4   ;AK  ;Aachen, Kreuz                                     ; 6,3;11
 44;4   ;AK  ;Aachen, Kreuz                                     ;5a  ;AS  ;Broichweiden                                      ; 2,5;11
 44;5a  ;AS  ;Broichweiden                                      ;5b  ;AS  ;Alsdorf                                           ; 5,6;11
 44;-   ;AS  ;Broichweiden-Merzbrück                            ;5a  ;AS  ;Broichweiden                                      ; 2,5;rr
 44;5b  ;AS  ;Alsdorf                                           ;-   ;AS  ;Broichweiden-Merzbrück                            ; 3,1;rr
 44;5b  ;AS  ;Alsdorf                                           ;6   ;AS  ;Aldenhoven                                        ; 5,3;11
 44;6   ;AS  ;Aldenhoven                                        ;7   ;AS  ;Jülich-West                                       ; 3,8;11
 44;7   ;AS  ;Jülich-West                                       ;8   ;AS  ;Jülich-Ost                                        ; 6,4;11
 44;8   ;AS  ;Jülich-Ost                                        ;9   ;AS  ;Titz                                              ; 5,6;11
 44;9   ;AS  ;Titz                                              ;10  ;AK  ;Jackerath, Kreuz                                  ; 5,3;11
 44;10  ;AK  ;Jackerath, Kreuz                                  ;11  ;AS  ;Otzenrath                                         ; 3,9;11
 44;11  ;AS  ;Otzenrath                                         ;12  ;AK  ;Holz, Kreuz                                       ; 2,6;11
 44;12  ;AK  ;Holz, Kreuz                                       ;13  ;AS  ;Mönchengladbach-Odenkirchen                       ; 2,2;11
 44;21  ;AS  ;Mönchengladbach-Ost                               ;22  ;AK  ;Neersen, Kreuz                                    ; 2,4;11
 44;22  ;AK  ;Neersen, Kreuz                                    ;22  ;AS  ;Neersen                                           ; 1,3;11
 44;22  ;AS  ;Neersen                                           ;23  ;AS  ;Münchheide                                        ; 2,4;11
 44;23  ;AS  ;Münchheide                                        ;24  ;AS  ;Krefeld-Forstwald                                 ; 2,2;11
 44;24  ;AS  ;Krefeld-Forstwald                                 ;25  ;AS  ;Krefeld-Fichtenhain                               ; 2,1;11
 44;25  ;AS  ;Krefeld-Fichtenhain                               ;26  ;AS  ;Osterath                                          ; 3,6;11
 44;26  ;AS  ;Osterath                                          ;27  ;AK  ;Meerbusch                                         ; 2,1;11
 44;27  ;AK  ;Meerbusch                                         ;28  ;AS  ;Lank-Latum                                        ; 1,6;11
 44;28  ;AS  ;Lank-Latum                                        ;29  ;AS  ;Düsseldorf-Messe/Stadion                          ; 5,5;11
 44;29  ;AS  ;Düsseldorf-Messe/Stadion                          ;30  ;AS  ;Düsseldorf-Stockum (a)                            ; 1,4;11
 44;30  ;AS  ;Düsseldorf-Stockum (a)                            ;30  ;AS  ;Düsseldorf-Stockum (b)                            ; 0,3;11
 44;30  ;AS  ;Düsseldorf-Stockum (b)                            ;31  ;AS  ;Düsseldorf-Flughafen                              ; 2,0;11
 44;31  ;AS  ;Düsseldorf-Flughafen                              ;32  ;AK  ;Düsseldorf-Nord, Kreuz                            ; 3,0;11
 44;32  ;AK  ;Düsseldorf-Nord, Kreuz                            ;-   ;RA  ;Reichswaldallee                                   ; 2,9;11
 44;33  ;AS  ;Ratingen-Schwarzbach                              ;32  ;AK  ;Düsseldorf-Nord, Kreuz                            ; 5,8;rr
 44;-   ;RA  ;Reichswaldallee                                   ;33  ;AS  ;Ratingen-Schwarzbach                              ; 2,9;11
 44;33  ;AS  ;Ratingen-Schwarzbach                              ;34  ;AS  ;Ratingen-Ost                                      ; 1,6;11
 44;34  ;AS  ;Ratingen-Ost                                      ;34  ;AK  ;Ratingen-Ost, Kreuz                               ; 0,6;11
 44;-   ;AS  ;Heiligenhaus-Hetterscheid                         ;-   ;AS  ;Velbert-Nord                                      ; 2,4;11
 44;-   ;AS  ;Velbert-Nord                                      ;-   ;AS  ;Velbert-Nord, Dreieck                             ; 1,1;11
 44;-   ;AS  ;Velbert-Nord, Dreieck                             ;-   ;AS  ;Velbert-Langenberg, Dreieck                       ; 2,4;11
 44;-   ;AN  ;Bochum/Witten, Kreuz (Übergang A 44/B 226)        ;42  ;AK  ;Bochum/Witten, Kreuz                              ; 0,4;11
 44;42  ;AK  ;Bochum/Witten, Kreuz                              ;43  ;AS  ;Witten-Zentrum                                    ; 2,2;11
 44;43  ;AS  ;Witten-Zentrum                                    ;44  ;AS  ;Witten-Stockum                                    ; 2,6;11
 44;44  ;AS  ;Witten-Stockum                                    ;45  ;AS  ;Witten-Annen                                      ; 2,0;11
 44;45  ;AS  ;Witten-Annen                                      ;46  ;AK  ;Dortmund/Witten, Kreuz                            ; 2,1;11
 44;-   ;AS  ;Holzwickede                                       ;52  ;AK  ;Dortmund/Unna, Kreuz                              ; 0,7;11
 44;52  ;AK  ;Dortmund/Unna, Kreuz                              ;53  ;AK  ;Unna-Ost, Kreuz                                   ; 3,6;11
 44;53  ;AK  ;Unna-Ost, Kreuz                                   ;54  ;AK  ;Werl, Kreuz                                       ;13,1;11
 44;54  ;AK  ;Werl, Kreuz                                       ;55  ;AS  ;B 516                                             ; 2,8;1g
 44;55  ;AS  ;B 516                                             ;56  ;AS  ;Soest                                             ;11,8;g1
 44;56  ;AS  ;Soest                                             ;57  ;AS  ;Soest-Ost                                         ; 4,3;11
 44;57  ;AS  ;Soest-Ost                                         ;58  ;AS  ;Erwitte/Anröchte                                  ;11,4;11
 44;58  ;AS  ;Erwitte/Anröchte                                  ;59  ;AS  ;Geseke                                            ;14,1;11
 44;59  ;AS  ;Geseke                                            ;60  ;AS  ;Büren                                             ; 4,8;11
 44;60  ;AS  ;Büren                                             ;61  ;AK  ;Wünnenberg-Haaren, Kreuz                          ; 9,6;11
 44;61  ;AK  ;Wünnenberg-Haaren, Kreuz                          ;62  ;AS  ;Marsberg-Meerhof                                  ; 9,8;11
 44;62  ;AS  ;Marsberg-Meerhof                                  ;63  ;AS  ;Marsberg                                          ; 9,0;1g
 44;63  ;AS  ;Marsberg                                          ;64  ;AS  ;Diemelstadt                                       ; 4,6;g1
 44;64  ;AS  ;Diemelstadt                                       ;65  ;AS  ;Warburg                                           ; 7,2;11
 44;65  ;AS  ;Warburg                                           ;66  ;AS  ;Breuna                                            ; 9,7;11
 44;66  ;AS  ;Breuna                                            ;67  ;AS  ;Zierenberg                                        ;13,4;11
 44;67  ;AS  ;Zierenberg                                        ;68  ;AS  ;Kassel-Bad Wilhelmshöhe                           ;10,0;11
 44;68  ;AS  ;Kassel-Bad Wilhelmshöhe                           ;69  ;AK  ;Kassel-West, Kreuz                                ; 3,7;11
 44;69  ;AK  ;Kassel-West, Kreuz                                ;70  ;AK  ;Kassel-Süd, Dreieck                               ; 3,9;11
