BAB;K_NR1;K_TYP1;VON;K_NR2;K_TYP2;NACH;KM;STATUS
 45;2   ;AK  ;Dortmund-Nordwest, Kreuz                          ;3   ;AK  ;Castrop-Rauxel-Ost, Kreuz                         ; 2,8;11
 45;3   ;AK  ;Castrop-Rauxel-Ost, Kreuz                         ;4   ;AS  ;Dortmund-Hafen                                    ; 5,3;11
 45;4   ;AS  ;Dortmund-Hafen                                    ;5   ;AK  ;Dortmund-West, Kreuz                              ; 2,5;11
 45;5   ;AK  ;Dortmund-West, Kreuz                              ;6   ;AS  ;Dortmund-Eichlinghofen                            ; 2,1;11
 45;6   ;AS  ;Dortmund-Eichlinghofen                            ;7   ;AK  ;Dortmund/Witten, Kreuz                            ; 2,3;11
 45;7   ;AK  ;Dortmund/Witten, Kreuz                            ;8   ;AS  ;Dortmund-Süd                                      ; 6,3;11
 45;8   ;AS  ;Dortmund-Süd                                      ;9   ;AK  ;Westhofener Kreuz                                 ; 3,6;11
 45;9   ;AK  ;Westhofener Kreuz                                 ;10  ;AS  ;Schwerte-Ergste                                   ; 3,1;11
 45;10  ;AS  ;Schwerte-Ergste                                   ;11  ;AK  ;Hagen, Kreuz                                      ; 5,4;11
 45;11  ;AK  ;Hagen, Kreuz                                      ;12  ;AS  ;Hagen-Süd                                         ; 2,6;11
 45;12  ;AS  ;Hagen-Süd                                         ;13  ;AS  ;Lüdenscheid-Nord                                  ;12,7;11
 45;13  ;AS  ;Lüdenscheid-Nord                                  ;14  ;AS  ;Lüdenscheid                                       ; 4,9;11
 45;14  ;AS  ;Lüdenscheid                                       ;15  ;AS  ;Lüdenscheid-Süd                                   ; 4,7;11
 45;15  ;AS  ;Lüdenscheid-Süd                                   ;16  ;AS  ;Meinerzhagen                                      ;11,7;11
 45;16  ;AS  ;Meinerzhagen                                      ;17  ;AS  ;Drolshagen-Wegeringhausen                         ; 9,4;11
 45;17  ;AS  ;Drolshagen-Wegeringhausen                         ;18  ;AS  ;Olpe                                              ; 5,1;11
 45;18  ;AS  ;Olpe                                              ;19  ;AK  ;Olpe-Süd, Kreuz                                   ; 4,9;11
 45;19  ;AK  ;Olpe-Süd, Kreuz                                   ;20  ;AS  ;Freudenberg                                       ;10,8;11
 45;20  ;AS  ;Freudenberg                                       ;21  ;AS  ;Siegen                                            ; 7,8;11
 45;21  ;AS  ;Siegen                                            ;22  ;AS  ;Siegen-Eisern                                     ; 5,3;11
 45;22  ;AS  ;Siegen-Eisern                                     ;23  ;AS  ;Wilnsdorf                                         ; 4,5;11
 45;23  ;AS  ;Wilnsdorf                                         ;24  ;AS  ;Haiger/Burbach                                    ; 9,1;11
 45;24  ;AS  ;Haiger/Burbach                                    ;25  ;AS  ;Dillenburg                                        ; 8,3;11
 45;25  ;AS  ;Dillenburg                                        ;26  ;AS  ;Herborn-West                                      ; 8,8;11
 45;26  ;AS  ;Herborn-West                                      ;27  ;AS  ;Herborn-Süd                                       ; 3,2;11
 45;27  ;AS  ;Herborn-Süd                                       ;28  ;AS  ;Ehringshausen                                     ; 8,2;11
 45;28  ;AS  ;Ehringshausen                                     ;-   ;-   ;P Behlkopf                                        ; 3,8;11
 45;29  ;AK  ;Wetzlarer Kreuz                                   ;28  ;AS  ;Ehringshausen                                     ; 7,5;rr
 45;-   ;-   ;P Behlkopf                                        ;29  ;AK  ;Wetzlarer Kreuz                                   ; 3,7;11
 45;29  ;AK  ;Wetzlarer Kreuz                                   ;30  ;AS  ;Wetzlar-Ost                                       ; 5,4;11
 45;30  ;AS  ;Wetzlar-Ost                                       ;31  ;AS  ;Wetzlar-Süd                                       ; 2,1;11
 45;31  ;AS  ;Wetzlar-Süd                                       ;32  ;AS  ;Gießen-Lützellinden                               ; 4,2;11
 45;32  ;AS  ;Gießen-Lützellinden                               ;33  ;AK  ;Gießener Südkreuz                                 ; 3,0;11
 45;33  ;AK  ;Gießener Südkreuz                                 ;35  ;AK  ;Gambacher Kreuz                                   ; 8,9;11
 45;35  ;AK  ;Gambacher Kreuz                                   ;36  ;AS  ;Münzenberg                                        ; 2,3;11
 45;36  ;AS  ;Münzenberg                                        ;37  ;AS  ;Wölfersheim                                       ;10,1;11
 45;37  ;AS  ;Wölfersheim                                       ;38  ;AS  ;Florstadt                                         ;14,0;11
 45;38  ;AS  ;Florstadt                                         ;39  ;AS  ;Altenstadt                                        ; 5,6;11
 45;39  ;AS  ;Altenstadt                                        ;40  ;AS  ;Hammersbach                                       ; 5,7;1g
 45;40  ;AS  ;Hammersbach                                       ;41  ;AS  ;Langenselbold-West                                ; 7,3;g1
 45;41  ;AS  ;Langenselbold-West                                ;42  ;AD  ;Langenselbolder Dreieck                           ; 1,6;11
 45;42  ;AD  ;Langenselbolder Dreieck                           ;43  ;AK  ;Hanauer Kreuz                                     ; 4,2;11
 45;43  ;AK  ;Hanauer Kreuz                                     ;44  ;AS  ;Alzenau                                           ; 6,5;11
 45;44  ;AS  ;Alzenau                                           ;-   ;AS  ;St 2805                                           ; 1,4;1g
 45;-   ;AS  ;St 2805                                           ;45  ;AS  ;Karlstein                                         ; 4,6;g1
 45;45  ;AS  ;Karlstein                                         ;45b ;AS  ;Kleinostheim                                      ; 3,0;11
 45;45b ;AS  ;Kleinostheim                                      ;46  ;AS  ;Mainhausen                                        ; 2,1;11
 45;46  ;AS  ;Mainhausen                                        ;47  ;AD  ;Seligenstädter Dreieck                            ; 2,0;11
 46;4   ;AS  ;Heinsberg                                         ;5   ;AS  ;Dremmen                                           ; 4,6;11
 46;5   ;AS  ;Dremmen                                           ;6   ;AS  ;Hückelhoven-West                                  ; 2,6;11
 46;6   ;AS  ;Hückelhoven-West                                  ;7   ;AS  ;Hückelhoven-Ost                                   ; 3,4;11
 46;7   ;AS  ;Hückelhoven-Ost                                   ;8   ;AS  ;Erkelenz-Süd                                      ; 4,8;11
 46;8   ;AS  ;Erkelenz-Süd                                      ;9   ;AS  ;Erkelenz-Ost                                      ; 3,5;11
 46;9   ;AS  ;Erkelenz-Ost                                      ;10  ;AK  ;Wanlo, Kreuz                                      ; 7,3;11
 46;10  ;AK  ;Wanlo, Kreuz                                      ;11  ;AK  ;Holz, Kreuz                                       ; 3,9;11
 46;11  ;AK  ;Holz, Kreuz                                       ;12  ;AS  ;Jüchen                                            ; 4,3;11
 46;12  ;AS  ;Jüchen                                            ;13  ;AS  ;Grevenbroich                                      ; 2,1;11
 46;13  ;AS  ;Grevenbroich                                      ;14  ;AS  ;Grevenbroich-Kapellen                             ; 5,3;11
 46;14  ;AS  ;Grevenbroich-Kapellen                             ;15  ;AS  ;Neuss-Holzheim                                    ; 3,6;11
 46;15  ;AS  ;Neuss-Holzheim                                    ;-   ;AN  ;Neuss-Holzheim (Übergang A46/B1)                  ; 0,2;11
 46;21  ;AK  ;Neuss-Süd, Kreuz                                  ;22  ;AS  ;Neuss-Uedesheim                                   ; 1,5;11
 46;22  ;AS  ;Neuss-Uedesheim                                   ;23  ;AS  ;Düsseldorf-Bilk                                   ; 3,5;11
 46;23  ;AS  ;Düsseldorf-Bilk                                   ;24  ;AS  ;Düsseldorf-Wersten                                ; 2,4;11
 46;24  ;AS  ;Düsseldorf-Wersten                                ;25  ;AS  ;Düsseldorf-Holthausen                             ; 2,0;11
 46;25  ;AS  ;Düsseldorf-Holthausen                             ;26  ;AS  ;Düsseldorf-Eller                                  ; 1,0;11
 46;26  ;AS  ;Düsseldorf-Eller                                  ;26  ;AK  ;Düsseldorf-Süd, Kreuz                             ; 0,8;11
 46;26  ;AK  ;Düsseldorf-Süd, Kreuz                             ;27  ;AS  ;Erkrath                                           ; 3,3;11
 46;27  ;AS  ;Erkrath                                           ;28  ;AK  ;Hilden, Kreuz                                     ; 1,7;11
 46;28  ;AK  ;Hilden, Kreuz                                     ;28  ;AS  ;Hilden                                            ; 0,3;11
 46;28  ;AS  ;Hilden                                            ;29  ;AS  ;Haan-West                                         ; 2,2;11
 46;29  ;AS  ;Haan-West                                         ;30  ;AS  ;Haan-Ost (a)                                      ; 4,7;11
 46;30  ;AS  ;Haan-Ost (a)                                      ;30  ;AS  ;Haan-Ost (b)                                      ; 0,7;11
 46;31  ;AS  ;Wuppertal-Cronenberg                              ;30  ;AS  ;Haan-Ost (a)                                      ; 4,4;rr
 46;30  ;AS  ;Haan-Ost (b)                                      ;31  ;AS  ;Wuppertal-Cronenberg                              ; 3,7;11
 46;31  ;AS  ;Wuppertal-Cronenberg                              ;31  ;AS  ;Wuppertal-Sonnborn                                ; 1,0;11
 46;31  ;AS  ;Wuppertal-Sonnborn                                ;31  ;AK  ;Sonnborner Kreuz                                  ; 0,5;11
 46;31  ;AK  ;Sonnborner Kreuz                                  ;32  ;AS  ;Wuppertal-Varresbeck                              ; 1,6;11
 46;32  ;AS  ;Wuppertal-Varresbeck                              ;33  ;AS  ;Wuppertal-Katernberg                              ; 2,3;11
 46;33  ;AS  ;Wuppertal-Katernberg                              ;34  ;AS  ;Wuppertal-Elberfeld                               ; 1,8;11
 46;34  ;AS  ;Wuppertal-Elberfeld                               ;35  ;AS  ;Wuppertal-Barmen                                  ; 2,3;11
 46;35  ;AS  ;Wuppertal-Barmen                                  ;36  ;AS  ;Wuppertal-Wichlinghausen                          ; 2,0;11
 46;36  ;AS  ;Wuppertal-Wichlinghausen                          ;37  ;AS  ;Wuppertal-Oberbarmen                              ; 3,9;11
 46;37  ;AS  ;Wuppertal-Oberbarmen                              ;38  ;AK  ;Wuppertal-Nord, Kreuz (A1/A43/A46)                ; 1,3;11
 46;38  ;AK  ;Wuppertal-Nord, Kreuz (A1/A43/A46)                ;38  ;AK  ;Wuppertal-Nord, Kreuz (A1/B326)                   ; 0,3;11
 46;-   ;AN  ;Hagen, Kreuz (Übergang A 46/L 704)                ;42  ;AK  ;Hagen, Kreuz                                      ; 0,7;11
 46;42  ;AK  ;Hagen, Kreuz                                      ;43  ;AS  ;Hagen-Hohenlimburg                                ; 2,3;11
 46;43  ;AS  ;Hagen-Hohenlimburg                                ;44  ;AS  ;Hagen-Elsey                                       ; 2,2;11
 46;44  ;AS  ;Hagen-Elsey                                       ;45  ;AS  ;Iserlohn-Letmathe                                 ; 2,3;11
 46;45  ;AS  ;Iserlohn-Letmathe                                 ;46  ;AS  ;Iserlohn-Oestrich                                 ; 1,1;11
 46;46  ;AS  ;Iserlohn-Oestrich                                 ;47  ;AS  ;Iserlohn-Zentrum                                  ; 3,9;11
 46;47  ;AS  ;Iserlohn-Zentrum                                  ;48  ;AS  ;Iserlohn-Seilersee                                ; 2,2;11
 46;48  ;AS  ;Iserlohn-Seilersee                                ;49  ;AS  ;Hemer                                             ; 1,7;11
 46;62  ;AS  ;Arnsberg-Neheim                                   ;63  ;AS  ;Arnsberg-Rathausplatz                             ; 2,4;11
 46;63  ;AS  ;Arnsberg-Rathausplatz                             ;64  ;AS  ;Arnsberg-Hüsten                                   ; 1,7;11
 46;64  ;AS  ;Arnsberg-Hüsten                                   ;65  ;AS  ;Arnsberg-Niedereimer                              ; 5,1;11
 46;65  ;AS  ;Arnsberg-Niedereimer                              ;66  ;AS  ;Arnsberg-Ost                                      ; 2,7;11
 46;66  ;AS  ;Arnsberg-Ost                                      ;67  ;AS  ;Freienohl                                         ; 5,6;11
 46;67  ;AS  ;Freienohl                                         ;68  ;AS  ;Wennemen                                          ; 4,3;11
 46;68  ;AS  ;Wennemen                                          ;69  ;AS  ;Enste                                             ; 4,4;11
